보증금,월세,전용면적,해당층,총층,방수,욕실수,총주차대수,관리비,결측치개수,전용면적_가격_비율,매물_등록_경과일,매물확인방식_전화확인,매물확인방식_현장확인,방향_남서향,방향_남향,방향_동향,방향_북동향,방향_북서향,방향_북향,방향_서향,주차가능여부_불가능,계절_겨울,계절_봄,계절_여름,매물_HC_2,매물_HC_3,매물_HC_4,매물_HC_5,매물_HC_6,지역_KMedoids_1,지역_KMedoids_2,지역_KMedoids_3,지역_KMedoids_4,지역_KMedoids_5,지역_KMedoids_6,지역_KMedoids_7,지역_KMedoids_8,지역_KMedoids_9,지역_KMedoids_10
9700.0,44.0,39.66,2.0,3.0,2.0,1.0,17.0,0,1,0.00011437424292049431,129,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12050.0,6.0,24.55,1.0,9.0,1.0,1.0,29.0,10,0,5.4085573518351064e-05,341,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9750.0,61.0,34.97,8.0,13.0,2.0,1.0,26.0,0,0,0.00017890792840749947,57,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33300.0,65.0,17.5,4.0,9.0,1.0,1.0,8.0,3,0,0.0001166881166881167,81,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15500.0,15.0,17.5,10.0,16.0,1.0,1.0,34.0,8,0,8.47926267281106e-05,159,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9750.0,28.0,22.76,4.0,6.0,1.0,1.0,5.0,7,0,0.00015772159884637916,105,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13650.0,55.0,28.09,4.0,8.0,2.0,1.0,5.0,4,1,0.0001538748423760884,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9300.0,63.0,34.44,6.0,12.0,1.0,1.0,13.0,1,0,0.00019981766637942877,50,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
800.0,9.0,40.79,4.0,5.0,2.0,1.0,1.0,0,0,0.0002758028928658985,68,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2100.0,22.0,27.96,18.0,19.0,1.0,1.0,19.0,3,0,0.0004257783227740309,252,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
700.0,7.0,29.66,4.0,5.0,1.0,1.0,5.0,0,1,0.00033715441672285906,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7200.0,33.0,30.58,4.0,3.0,2.0,1.0,17.0,1,2,0.00015442191701184508,446,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19250.0,45.0,19.83,2.0,3.0,1.0,1.0,17.0,0,1,0.00011788514057803015,122,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1400.0,60.0,21.49,3.0,5.0,1.0,1.0,5.0,0,0,0.0019942830552416406,126,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8800.0,27.0,23.14,2.0,4.0,1.0,1.0,17.0,0,1,0.00013259212697414944,160,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1950.0,13.0,27.37,20.0,21.0,1.0,1.0,41.0,14,0,0.0005058879739186645,469,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17800.0,26.0,36.65,1.0,10.0,1.0,1.0,24.0,4,0,4.598617349050386e-05,508,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2900.0,60.0,24.38,6.0,21.0,1.0,1.0,49.0,13,0,0.0010325026166162204,93,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16350.0,9.0,20.7,4.0,8.0,2.0,1.0,1.0,0,1,2.659220848291451e-05,179,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12400.0,20.0,33.46,6.0,10.0,2.0,1.0,34.0,4,0,5.784470624530011e-05,283,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9300.0,32.0,37.85,4.0,9.0,2.0,1.0,3.0,0,0,9.090779960511925e-05,135,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32500.0,43.0,17.5,4.0,21.0,1.0,1.0,166.0,0,1,7.560439560439561e-05,165,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17150.0,54.0,17.5,4.0,4.0,1.0,1.0,17.0,13,1,0.00022324031653477716,318,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13600.0,24.0,17.5,7.0,13.0,1.0,1.0,1.0,8,0,0.00013445378151260502,404,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2050.0,37.0,44.69,10.0,14.0,1.0,1.0,10.0,3,0,0.0004366121083452947,540,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35650.0,44.0,18.75,6.0,7.0,2.0,1.0,27.0,2,0,6.881720430107527e-05,511,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14700.0,44.0,30.63,5.0,11.0,1.0,1.0,30.0,7,0,0.00011326763810323346,140,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
650.0,3.0,33.24,7.0,9.0,1.0,1.0,46.0,0,0,0.00013885031935573453,99,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13850.0,69.0,17.5,6.0,6.0,1.0,1.0,4.0,17,0,0.00035482207323362557,107,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14350.0,15.0,27.22,3.0,7.0,2.0,1.0,10.0,5,0,5.120235940472137e-05,104,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9800.0,50.0,31.05,9.0,19.0,1.0,1.0,34.0,3,0,0.0001741759505734661,256,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34450.0,56.0,24.01,4.0,10.0,2.0,1.0,8.0,11,1,8.100156623177691e-05,82,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1100.0,15.0,29.98,4.0,7.0,2.0,1.0,1.0,3,0,0.0005458184244041482,30,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11350.0,56.0,17.5,6.0,6.0,1.0,1.0,8.0,10,0,0.0003322844556324733,98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1600.0,29.0,17.5,3.0,20.0,1.0,1.0,20.0,20,0,0.00175,479,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14600.0,23.0,17.5,6.0,6.0,1.0,1.0,8.0,7,0,0.00011741682974559686,509,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15350.0,51.0,37.85,4.0,9.0,2.0,1.0,17.0,5,1,9.638595691031372e-05,147,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36000.0,65.0,23.33,7.0,11.0,1.0,1.0,13.0,3,0,8.096394723055676e-05,455,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16400.0,13.0,27.72,3.0,8.0,1.0,1.0,17.0,8,1,4.619364375461937e-05,118,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9600.0,15.0,18.35,11.0,12.0,1.0,1.0,5.0,9,0,0.00013623978201634875,94,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36550.0,49.0,39.12,4.0,14.0,2.0,1.0,30.0,10,1,4.126347357319301e-05,481,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2300.0,23.0,17.5,14.0,15.0,1.0,1.0,17.0,8,1,0.0007701863354037267,366,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34750.0,41.0,18.04,14.0,15.0,1.0,1.0,127.0,9,0,7.975880936049387e-05,205,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34350.0,18.0,45.22,2.0,3.0,2.0,1.0,17.0,0,1,1.1588179284584438e-05,343,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13850.0,61.0,24.07,1.0,9.0,1.0,1.0,8.0,0,0,0.000182980146654088,250,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11700.0,26.0,28.64,4.0,9.0,1.0,1.0,28.0,13,0,0.00011638733705772812,430,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19150.0,59.0,20.02,9.0,15.0,1.0,1.0,39.0,6,0,0.00016954325048319826,299,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35850.0,74.0,23.75,7.0,12.0,1.0,1.0,1.0,8,0,9.630771489392938e-05,474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2900.0,5.0,17.5,12.0,14.0,1.0,1.0,104.0,0,0,9.852216748768472e-05,156,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1200.0,61.0,17.5,1.0,20.0,1.0,1.0,24.0,2,0,0.003,316,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1150.0,8.0,29.98,7.0,9.0,2.0,1.0,17.0,10,1,0.0005220871885604897,180,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36650.0,27.0,30.73,4.0,9.0,2.0,2.0,10.0,15,0,3.729174888979356e-05,123,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33050.0,39.0,45.68,2.0,4.0,2.0,1.0,5.0,0,0,2.5832536278154153e-05,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16150.0,29.0,36.2,4.0,16.0,1.0,1.0,46.0,3,0,5.4735473718420194e-05,370,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17550.0,7.0,25.03,2.0,4.0,2.0,1.0,17.0,8,1,3.414705771877166e-05,78,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7300.0,32.0,26.4,4.0,4.0,1.0,1.0,2.0,9,0,0.00021274387712743876,70,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19050.0,50.0,17.5,7.0,14.0,1.0,1.0,44.0,15,0,0.0001949756280464942,74,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38350.0,27.0,45.15,3.0,3.0,1.0,1.0,17.0,2,1,1.6748459791423925e-05,103,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39600.0,46.0,17.5,1.0,7.0,1.0,1.0,18.0,0,0,6.637806637806638e-05,197,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11250.0,13.0,23.6,5.0,6.0,2.0,1.0,17.0,12,1,9.416195856873823e-05,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750.0,50.0,19.8,4.0,5.0,1.0,1.0,2.0,0,0,0.003367003367003367,260,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38950.0,39.0,17.5,5.0,7.0,1.0,1.0,6.0,17,0,8.215661103979461e-05,468,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7050.0,50.0,32.36,7.0,7.0,1.0,1.0,4.0,9,0,0.0002586153994512094,348,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12500.0,69.0,27.92,4.0,4.0,1.0,1.0,43.0,9,0,0.00022349570200573063,119,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2200.0,70.0,29.7,2.0,3.0,2.0,1.0,17.0,5,1,0.001147842056932966,83,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37900.0,74.0,27.89,4.0,4.0,1.0,1.0,11.0,10,0,7.946786801900795e-05,257,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2800.0,54.0,17.84,5.0,10.0,1.0,1.0,25.0,13,0,0.0013412876361306855,181,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1350.0,31.0,22.97,5.0,5.0,1.0,1.0,42.0,11,0,0.0013544236443670489,195,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9250.0,69.0,17.5,4.0,5.0,1.0,1.0,17.0,0,1,0.0004262548262548262,110,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700.0,9.0,41.94,14.0,15.0,2.0,2.0,36.0,5,0,0.0004768717215069147,538,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11700.0,9.0,35.11,6.0,7.0,1.0,1.0,30.0,8,0,4.138397758449026e-05,376,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2400.0,30.0,29.98,7.0,8.0,2.0,1.0,6.0,9,0,0.0005420280186791194,43,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2700.0,15.0,22.87,8.0,8.0,2.0,1.0,17.0,0,1,0.0002429189136666181,201,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14850.0,8.0,30.37,2.0,3.0,2.0,1.0,17.0,1,1,1.9955897466598817e-05,85,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1600.0,63.0,27.82,1.0,10.0,1.0,1.0,29.0,7,0,0.0015726096333572967,484,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15550.0,54.0,19.59,6.0,11.0,2.0,2.0,42.0,0,0,0.0001772674226793971,347,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14450.0,31.0,21.32,9.0,11.0,1.0,1.0,28.0,0,0,0.00010062517447106865,446,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8850.0,36.0,39.73,8.0,8.0,2.0,1.0,7.0,9,0,0.00012798252611910055,158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12750.0,55.0,40.64,5.0,6.0,2.0,1.0,11.0,12,0,0.00012930368997992898,172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32150.0,25.0,25.29,6.0,6.0,1.0,1.0,6.0,10,0,4.304653884304433e-05,109,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8200.0,33.0,39.73,8.0,8.0,2.0,1.0,7.0,6,0,0.00011971048479676843,43,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14050.0,47.0,24.01,10.0,10.0,2.0,1.0,8.0,2,0,0.00014525383106979444,163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1250.0,26.0,28.09,2.0,3.0,2.0,1.0,17.0,6,1,0.0009113563545745817,86,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35100.0,1.0,18.87,6.0,16.0,1.0,1.0,54.0,22,0,3.4725524921603347e-05,342,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9750.0,15.0,38.52,1.0,5.0,2.0,2.0,23.0,1,0,4.260191176079026e-05,232,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1850.0,41.0,31.46,6.0,12.0,1.0,1.0,11.0,5,0,0.000790364426728063,90,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1850.0,10.0,25.88,1.0,2.0,1.0,1.0,36.0,12,0,0.00045950123229875935,450,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12950.0,5.0,28.89,4.0,8.0,2.0,1.0,8.0,7,1,3.207479842993862e-05,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18750.0,43.0,26.6,11.0,18.0,2.0,2.0,21.0,0,0,8.621553884711779e-05,213,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16450.0,54.0,25.56,7.0,10.0,2.0,1.0,1.0,17,0,0.00016886187098953058,76,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15250.0,12.0,29.7,5.0,9.0,1.0,1.0,2.0,10,0,4.8573163327261686e-05,192,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15850.0,54.0,29.81,4.0,9.0,2.0,1.0,8.0,11,1,0.00013756948581817338,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7500.0,44.0,33.05,2.0,3.0,2.0,1.0,17.0,0,1,0.0001775088250126072,149,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34550.0,50.0,21.22,5.0,15.0,1.0,1.0,3.0,6,0,7.638262786247309e-05,496,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1550.0,39.0,23.85,4.0,15.0,1.0,1.0,1.0,0,1,0.0010549807263136538,113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1600.0,58.0,42.9,3.0,5.0,2.0,1.0,17.0,0,1,0.0008449883449883449,110,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34950.0,75.0,17.5,4.0,14.0,1.0,1.0,104.0,11,1,0.00014060903331289596,182,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11750.0,36.0,17.5,8.0,8.0,1.0,1.0,3.0,12,0,0.00023343465045592705,233,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14150.0,19.0,35.02,4.0,9.0,1.0,1.0,1.0,3,0,4.439663957798976e-05,217,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19450.0,70.0,17.5,4.0,8.0,1.0,1.0,4.0,1,1,0.00020859346309217775,67,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12650.0,22.0,36.48,19.0,20.0,2.0,1.0,47.0,2,0,5.20074890784273e-05,487,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10200.0,36.0,26.25,3.0,8.0,1.0,1.0,4.0,18,0,0.00020168067226890754,148,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32950.0,45.0,28.88,1.0,9.0,1.0,1.0,3.0,0,0,4.7288975573667814e-05,221,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11000.0,61.0,22.79,2.0,2.0,2.0,2.0,4.0,7,0,0.00027125134628425547,524,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11700.0,5.0,27.68,9.0,10.0,1.0,1.0,11.0,3,0,2.4702336841065164e-05,365,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1050.0,7.0,17.5,6.0,9.0,1.0,1.0,58.0,3,0,0.00054421768707483,96,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11300.0,71.0,34.71,4.0,9.0,1.0,1.0,18.0,5,1,0.00019376732114128952,206,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700.0,73.0,29.6,5.0,9.0,1.0,1.0,8.0,0,0,0.0014507154213036564,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14600.0,54.0,17.5,2.0,2.0,1.0,1.0,11.0,10,0,0.00025048923679060666,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8900.0,44.0,39.67,3.0,4.0,2.0,1.0,17.0,0,1,0.00012462365073655408,236,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32150.0,71.0,19.93,6.0,19.0,1.0,1.0,16.0,4,0,0.00011705042298121186,132,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40400.0,29.0,27.46,8.0,12.0,1.0,1.0,34.0,4,0,2.9746237551650283e-05,476,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17050.0,44.0,21.28,11.0,12.0,1.0,1.0,47.0,0,0,0.00012127091923356779,145,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11250.0,17.0,21.23,4.0,8.0,1.0,1.0,6.0,9,0,0.00010886062699534201,246,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16150.0,2.0,35.44,8.0,13.0,1.0,1.0,30.0,12,0,2.4460300931588035e-05,485,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18950.0,1.0,37.13,1.0,19.0,1.0,1.0,5.0,0,0,1.4212348114412243e-06,485,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18200.0,10.0,30.64,6.0,6.0,2.0,1.0,28.0,12,0,3.945141020859036e-05,348,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15850.0,17.0,28.31,17.0,21.0,1.0,1.0,22.0,8,0,5.571483808710904e-05,183,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1950.0,46.0,17.5,5.0,6.0,1.0,1.0,35.0,0,0,0.0013479853479853481,331,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1450.0,38.0,24.01,4.0,10.0,2.0,1.0,8.0,0,1,0.0010914992316419883,68,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1850.0,18.0,41.8,2.0,3.0,2.0,1.0,17.0,12,1,0.00038794775636880903,558,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9350.0,62.0,28.17,4.0,5.0,2.0,1.0,29.0,7,0,0.0002619694406952441,507,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10050.0,11.0,24.52,8.0,10.0,1.0,1.0,10.0,5,0,6.492821374367964e-05,150,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10700.0,25.0,29.89,4.0,6.0,2.0,1.0,8.0,1,0,8.129496627822265e-05,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14200.0,26.0,31.46,2.0,6.0,1.0,1.0,4.0,9,0,7.83467492814484e-05,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1150.0,61.0,28.01,10.0,12.0,1.0,1.0,34.0,13,0,0.0022973161758999116,256,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13550.0,10.0,27.48,3.0,7.0,2.0,1.0,17.0,9,1,5.102671114047385e-05,146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13500.0,72.0,43.48,4.0,13.0,2.0,1.0,17.0,22,1,0.00016014174247844904,182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2400.0,20.0,29.15,4.0,15.0,1.0,1.0,38.0,5,0,0.000357347055460263,326,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
