ID,매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,중개사무소,제공플랫폼,게재일,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,보증금_월세관리비_비율,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
TRAIN_0554,현장확인,16350.0,9.0,20.7,4.0,8.0,남향,2.0,1.0,불가능,1.0,0,s37cv8A6L4,A플랫폼,2024-09-05,0,6,0,9.0,0.0005504587155963303,2.659220848291451e-05,4,8,가을,179
TRAIN_0555,현장확인,12400.0,20.0,33.46,6.0,10.0,남서향,2.0,1.0,가능,34.0,4,G52Iz8V2B9,B플랫폼,2024-05-24,0,6,0,24.0,0.001935483870967742,5.784470624530011e-05,4,8,봄,283
TRAIN_0557,현장확인,9300.0,32.0,37.85,4.0,9.0,동향,2.0,1.0,가능,3.0,0,P16QI7E8K3,D플랫폼,2024-10-19,0,6,0,32.0,0.0034408602150537634,9.090779960511925e-05,4,8,가을,135
TRAIN_0559,전화확인,32500.0,43.0,17.5,4.0,21.0,동향,1.0,1.0,가능,166.0,0,G38pb6B9C7,C플랫폼,2024-09-19,0,2,2,43.0,0.0013230769230769231,7.560439560439561e-05,5,6,가을,165
TRAIN_0561,현장확인,17150.0,54.0,17.5,4.0,4.0,동향,1.0,1.0,불가능,17.0,13,z40LO7P9C9,F플랫폼,2024-04-19,1,2,2,67.0,0.0039067055393586,0.00022324031653477716,3,6,봄,318
TRAIN_0562,현장확인,13600.0,24.0,17.5,7.0,13.0,남서향,1.0,1.0,가능,1.0,8,G52Iz8V2B9,A플랫폼,2024-01-24,0,2,2,32.0,0.002352941176470588,0.00013445378151260502,5,6,겨울,404
TRAIN_0564,현장확인,2050.0,37.0,44.69,10.0,14.0,남향,1.0,1.0,불가능,10.0,3,G52Iz8V2B9,A플랫폼,2023-09-10,0,1,2,40.0,0.01951219512195122,0.0004366121083452947,8,9,가을,540
TRAIN_0566,현장확인,35650.0,44.0,18.75,6.0,7.0,동향,2.0,1.0,불가능,27.0,2,G52Iz8V2B9,C플랫폼,2023-10-09,0,6,0,46.0,0.0012903225806451613,6.881720430107527e-05,4,8,가을,511
TRAIN_0567,전화확인,14700.0,44.0,30.63,5.0,11.0,서향,1.0,1.0,불가능,30.0,7,G52Iz8V2B9,A플랫폼,2024-10-14,0,1,2,51.0,0.0034693877551020408,0.00011326763810323346,5,10,가을,140
TRAIN_0568,현장확인,650.0,3.0,33.24,7.0,9.0,동향,1.0,1.0,불가능,46.0,0,G52Iz8V2B9,C플랫폼,2024-11-24,0,1,2,3.0,0.004615384615384616,0.00013885031935573453,5,10,가을,99
TRAIN_0569,현장확인,13850.0,69.0,17.5,6.0,6.0,북동향,1.0,1.0,가능,4.0,17,J52gJ2E4T6,C플랫폼,2024-11-16,0,2,2,86.0,0.006209386281588448,0.00035482207323362557,3,6,가을,107
TRAIN_0570,현장확인,14350.0,15.0,27.22,3.0,7.0,서향,2.0,1.0,가능,10.0,5,o80Xg3Q1Q7,G플랫폼,2024-11-19,0,6,0,20.0,0.0013937282229965157,5.120235940472137e-05,4,8,가을,104
TRAIN_0571,현장확인,9800.0,50.0,31.05,9.0,19.0,북향,1.0,1.0,가능,34.0,3,G52Iz8V2B9,D플랫폼,2024-06-20,0,1,2,53.0,0.005408163265306122,0.0001741759505734661,3,10,여름,256
TRAIN_0573,현장확인,34450.0,56.0,24.01,4.0,10.0,남서향,2.0,1.0,가능,8.0,11,r82ax9M3U3,B플랫폼,2024-12-11,0,6,0,67.0,0.0019448476052249637,8.100156623177691e-05,4,8,겨울,82
TRAIN_0574,전화확인,1100.0,15.0,29.98,4.0,7.0,북동향,2.0,1.0,가능,1.0,3,U62Bw5M7U3,A플랫폼,2025-02-01,0,6,0,18.0,0.016363636363636365,0.0005458184244041482,6,7,겨울,30
TRAIN_0576,현장확인,11350.0,56.0,17.5,6.0,6.0,남동향,1.0,1.0,가능,8.0,10,Z81Jv8Z5G2,H플랫폼,2024-11-25,0,2,2,66.0,0.005814977973568282,0.0003322844556324733,3,6,가을,98
TRAIN_0577,전화확인,1600.0,29.0,17.5,3.0,20.0,남서향,1.0,1.0,가능,20.0,20,G52Iz8V2B9,D플랫폼,2023-11-10,0,2,2,49.0,0.030625,0.00175,7,6,가을,479
TRAIN_0578,현장확인,14600.0,23.0,17.5,6.0,6.0,서향,1.0,1.0,불가능,8.0,7,K86UF7I0P3,C플랫폼,2023-10-11,0,2,2,30.0,0.002054794520547945,0.00011741682974559686,5,6,가을,509
TRAIN_0582,현장확인,15350.0,51.0,37.85,4.0,9.0,동향,2.0,1.0,가능,17.0,5,w51BQ1O6W9,B플랫폼,2024-10-07,0,6,0,56.0,0.0036482084690553744,9.638595691031372e-05,4,8,가을,147
TRAIN_0583,현장확인,36000.0,65.0,23.33,7.0,11.0,북서향,1.0,1.0,불가능,13.0,3,G52Iz8V2B9,C플랫폼,2023-12-04,0,3,2,68.0,0.001888888888888889,8.096394723055676e-05,2,5,겨울,455
TRAIN_0587,현장확인,16400.0,13.0,27.72,3.0,8.0,남향,1.0,1.0,가능,17.0,8,D24eh4J3C3,H플랫폼,2024-11-05,0,3,2,21.0,0.0012804878048780488,4.619364375461937e-05,10,5,가을,118
TRAIN_0589,현장확인,9600.0,15.0,18.35,11.0,12.0,북향,1.0,1.0,불가능,5.0,9,G52Iz8V2B9,C플랫폼,2024-11-29,0,2,2,24.0,0.0025,0.00013623978201634875,5,6,가을,94
TRAIN_0590,현장확인,36550.0,49.0,39.12,4.0,14.0,서향,2.0,1.0,불가능,30.0,10,r82ax9M3U3,B플랫폼,2023-11-08,1,5,0,59.0,0.0016142270861833105,4.126347357319301e-05,4,3,가을,481
TRAIN_0591,현장확인,2300.0,23.0,17.5,14.0,15.0,동향,1.0,1.0,가능,17.0,8,n12ez5E0F1,B플랫폼,2024-03-02,0,2,2,31.0,0.013478260869565217,0.0007701863354037267,8,6,봄,366
TRAIN_0592,현장확인,34750.0,41.0,18.04,14.0,15.0,남동향,1.0,1.0,가능,127.0,9,z54Fl0B2P9,A플랫폼,2024-08-10,0,2,2,50.0,0.0014388489208633094,7.975880936049387e-05,5,6,여름,205
TRAIN_0593,현장확인,34350.0,18.0,45.22,2.0,3.0,동향,2.0,1.0,불가능,17.0,0,D49QC8I7L2,A플랫폼,2024-03-25,1,5,0,18.0,0.0005240174672489083,1.1588179284584438e-05,4,3,봄,343
TRAIN_0597,서류확인,13850.0,61.0,24.07,1.0,9.0,남서향,1.0,1.0,불가능,8.0,0,G52Iz8V2B9,E플랫폼,2024-06-26,0,3,2,61.0,0.0044043321299638985,0.000182980146654088,1,5,여름,250
TRAIN_0598,현장확인,11700.0,26.0,28.64,4.0,9.0,서향,1.0,1.0,가능,28.0,13,G52Iz8V2B9,A플랫폼,2023-12-29,0,1,2,39.0,0.0033333333333333335,0.00011638733705772812,5,10,겨울,430
TRAIN_0600,현장확인,19150.0,59.0,20.02,9.0,15.0,서향,1.0,1.0,불가능,39.0,6,G52Iz8V2B9,A플랫폼,2024-05-08,0,2,2,65.0,0.003394255874673629,0.00016954325048319826,5,6,봄,299
TRAIN_0601,현장확인,35850.0,74.0,23.75,7.0,12.0,남동향,1.0,1.0,가능,1.0,8,G52Iz8V2B9,A플랫폼,2023-11-15,0,3,2,82.0,0.002287308228730823,9.630771489392938e-05,2,5,가을,474
TRAIN_0602,현장확인,2900.0,5.0,17.5,12.0,14.0,동향,1.0,1.0,가능,104.0,0,z40LO7P9C9,F플랫폼,2024-09-28,0,2,2,5.0,0.0017241379310344827,9.852216748768472e-05,5,6,가을,156
TRAIN_0603,현장확인,1200.0,61.0,17.5,1.0,20.0,서향,1.0,1.0,가능,24.0,2,G52Iz8V2B9,A플랫폼,2024-04-21,0,2,2,63.0,0.0525,0.003,9,6,봄,316
TRAIN_0605,현장확인,1150.0,8.0,29.98,7.0,9.0,서향,2.0,1.0,가능,17.0,10,N45gM0M7R0,B플랫폼,2024-09-04,0,6,0,18.0,0.01565217391304348,0.0005220871885604897,6,7,가을,180
TRAIN_0607,전화확인,36650.0,27.0,30.73,4.0,9.0,남동향,2.0,2.0,불가능,10.0,15,G52Iz8V2B9,C플랫폼,2024-10-31,0,4,1,42.0,0.001145975443383356,3.729174888979356e-05,10,2,가을,123
TRAIN_0608,현장확인,33050.0,39.0,45.68,2.0,4.0,남향,2.0,1.0,가능,5.0,0,M92wE9E7E5,A플랫폼,2024-11-23,0,5,0,39.0,0.0011800302571860818,2.5832536278154153e-05,4,3,가을,100
TRAIN_0612,현장확인,16150.0,29.0,36.2,4.0,16.0,동향,1.0,1.0,가능,46.0,3,G52Iz8V2B9,A플랫폼,2024-02-27,0,1,2,32.0,0.001981424148606811,5.4735473718420194e-05,5,10,겨울,370
TRAIN_0613,현장확인,17550.0,7.0,25.03,2.0,4.0,남동향,2.0,1.0,불가능,17.0,8,z54Fl0B2P9,A플랫폼,2024-12-15,0,6,0,15.0,0.0008547008547008547,3.414705771877166e-05,4,8,겨울,78
TRAIN_0614,현장확인,7300.0,32.0,26.4,4.0,4.0,남향,1.0,1.0,가능,2.0,9,w94Qb4G0K5,A플랫폼,2024-12-23,0,3,2,41.0,0.005616438356164383,0.00021274387712743876,1,5,겨울,70
TRAIN_0615,현장확인,19050.0,50.0,17.5,7.0,14.0,북동향,1.0,1.0,가능,44.0,15,v74Dp7J6W4,G플랫폼,2024-12-19,0,2,2,65.0,0.0034120734908136482,0.0001949756280464942,5,6,겨울,74
TRAIN_0616,현장확인,38350.0,27.0,45.15,3.0,3.0,북동향,1.0,1.0,불가능,17.0,2,W34sN1N8M0,B플랫폼,2024-11-20,0,1,2,29.0,0.0007561929595827901,1.6748459791423925e-05,5,10,가을,103
TRAIN_0617,현장확인,39600.0,46.0,17.5,1.0,7.0,남동향,1.0,1.0,불가능,18.0,0,G52Iz8V2B9,C플랫폼,2024-08-18,0,2,2,46.0,0.0011616161616161617,6.637806637806638e-05,5,6,여름,197
TRAIN_0618,현장확인,11250.0,13.0,23.6,5.0,6.0,남동향,2.0,1.0,가능,17.0,12,w37Qk3B9D2,B플랫폼,2024-10-01,0,6,0,25.0,0.0022222222222222222,9.416195856873823e-05,4,8,가을,153
TRAIN_0620,현장확인,750.0,50.0,19.8,4.0,5.0,동향,1.0,1.0,불가능,2.0,0,J52gJ2E4T6,C플랫폼,2024-06-16,0,2,2,50.0,0.06666666666666667,0.003367003367003367,9,6,여름,260
TRAIN_0622,현장확인,38950.0,39.0,17.5,5.0,7.0,서향,1.0,1.0,불가능,6.0,17,M02bn7Y4P0,A플랫폼,2023-11-21,1,2,2,56.0,0.0014377406931964057,8.215661103979461e-05,5,6,가을,468
TRAIN_0623,현장확인,7050.0,50.0,32.36,7.0,7.0,남서향,1.0,1.0,가능,4.0,9,G52Iz8V2B9,C플랫폼,2024-03-20,0,1,2,59.0,0.008368794326241135,0.0002586153994512094,3,10,봄,348
TRAIN_0625,현장확인,12500.0,69.0,27.92,4.0,4.0,동향,1.0,1.0,불가능,43.0,9,G52Iz8V2B9,A플랫폼,2024-11-04,0,3,2,78.0,0.00624,0.00022349570200573063,1,5,가을,119
TRAIN_0626,전화확인,2200.0,70.0,29.7,2.0,3.0,남향,2.0,1.0,불가능,17.0,5,t44kB9X5Y9,C플랫폼,2024-12-10,0,6,0,75.0,0.03409090909090909,0.001147842056932966,6,4,겨울,83
TRAIN_0627,현장확인,37900.0,74.0,27.89,4.0,4.0,남동향,1.0,1.0,불가능,11.0,10,G52Iz8V2B9,A플랫폼,2024-06-19,0,3,2,84.0,0.0022163588390501318,7.946786801900795e-05,2,5,여름,257
TRAIN_0628,서류확인,2800.0,54.0,17.84,5.0,10.0,남향,1.0,1.0,가능,25.0,13,G52Iz8V2B9,B플랫폼,2024-09-03,0,2,2,67.0,0.023928571428571428,0.0013412876361306855,7,6,가을,181
TRAIN_0629,현장확인,1350.0,31.0,22.97,5.0,5.0,동향,1.0,1.0,가능,42.0,11,G52Iz8V2B9,A플랫폼,2024-08-20,0,3,2,42.0,0.03111111111111111,0.0013544236443670489,7,5,여름,195
TRAIN_0630,현장확인,9250.0,69.0,17.5,4.0,5.0,남서향,1.0,1.0,불가능,17.0,0,C41wx1K6U9,B플랫폼,2024-11-13,0,2,2,69.0,0.007459459459459459,0.0004262548262548262,3,6,가을,110
TRAIN_0631,현장확인,700.0,9.0,41.94,14.0,15.0,남서향,2.0,2.0,불가능,36.0,5,G52Iz8V2B9,H플랫폼,2023-09-12,0,4,4,14.0,0.02,0.0004768717215069147,0,1,가을,538
TRAIN_0632,현장확인,11700.0,9.0,35.11,6.0,7.0,남동향,1.0,1.0,불가능,30.0,8,G52Iz8V2B9,B플랫폼,2024-02-21,0,1,2,17.0,0.001452991452991453,4.138397758449026e-05,5,10,겨울,376
TRAIN_0633,현장확인,2400.0,30.0,29.98,7.0,8.0,남향,2.0,1.0,가능,6.0,9,W02qh9Z4E0,E플랫폼,2025-01-19,0,6,0,39.0,0.01625,0.0005420280186791194,6,7,겨울,43
TRAIN_0634,서류확인,2700.0,15.0,22.87,8.0,8.0,남향,2.0,1.0,가능,17.0,0,g44jq5J7D0,B플랫폼,2024-08-14,0,6,0,15.0,0.005555555555555556,0.0002429189136666181,4,8,여름,201
TRAIN_0635,현장확인,14850.0,8.0,30.37,2.0,3.0,동향,2.0,1.0,불가능,17.0,1,k52HR5N1Z1,C플랫폼,2024-12-08,0,6,0,9.0,0.0006060606060606061,1.9955897466598817e-05,4,8,겨울,85
TRAIN_0636,현장확인,1600.0,63.0,27.82,1.0,10.0,남향,1.0,1.0,가능,29.0,7,G52Iz8V2B9,B플랫폼,2023-11-05,0,3,2,70.0,0.04375,0.0015726096333572967,7,5,가을,484
TRAIN_0638,현장확인,15550.0,54.0,19.59,6.0,11.0,북서향,2.0,2.0,가능,42.0,0,G52Iz8V2B9,B플랫폼,2024-03-21,0,4,3,54.0,0.003472668810289389,0.0001772674226793971,1,1,봄,347
TRAIN_0639,현장확인,14450.0,31.0,21.32,9.0,11.0,남향,1.0,1.0,불가능,28.0,0,G52Iz8V2B9,A플랫폼,2023-12-13,0,3,2,31.0,0.0021453287197231836,0.00010062517447106865,2,5,겨울,446
TRAIN_0640,서류확인,8850.0,36.0,39.73,8.0,8.0,동향,2.0,1.0,가능,7.0,9,U32BI2S7X3,E플랫폼,2024-09-26,0,5,0,45.0,0.005084745762711864,0.00012798252611910055,4,3,가을,158
TRAIN_0641,서류확인,12750.0,55.0,40.64,5.0,6.0,남향,2.0,1.0,가능,11.0,12,H90uE4C0W5,A플랫폼,2024-09-12,0,5,0,67.0,0.005254901960784313,0.00012930368997992898,4,3,가을,172
TRAIN_0642,현장확인,32150.0,25.0,25.29,6.0,6.0,남서향,1.0,1.0,가능,6.0,10,r16Dr6Z7C3,G플랫폼,2024-11-14,0,3,2,35.0,0.001088646967340591,4.304653884304433e-05,10,5,가을,109
TRAIN_0643,전화확인,8200.0,33.0,39.73,8.0,8.0,동향,2.0,1.0,가능,7.0,6,K25cF2K7X6,E플랫폼,2025-01-19,0,5,0,39.0,0.00475609756097561,0.00011971048479676843,4,3,겨울,43
TRAIN_0644,서류확인,14050.0,47.0,24.01,10.0,10.0,남서향,2.0,1.0,가능,8.0,2,K86UF7I0P3,C플랫폼,2024-09-21,0,6,0,49.0,0.003487544483985765,0.00014525383106979444,4,8,가을,163
TRAIN_0645,서류확인,1250.0,26.0,28.09,2.0,3.0,북서향,2.0,1.0,불가능,17.0,6,a15xR3G4V0,A플랫폼,2024-12-07,0,6,0,32.0,0.0256,0.0009113563545745817,6,4,겨울,86
TRAIN_0646,현장확인,35100.0,1.0,18.87,6.0,16.0,동향,1.0,1.0,가능,54.0,22,z40LO7P9C9,F플랫폼,2024-03-26,1,2,2,23.0,0.0006552706552706552,3.4725524921603347e-05,5,6,봄,342
TRAIN_0647,현장확인,9750.0,15.0,38.52,1.0,5.0,동향,2.0,2.0,가능,23.0,1,G52Iz8V2B9,F플랫폼,2024-07-14,0,4,4,16.0,0.001641025641025641,4.260191176079026e-05,10,0,여름,232
TRAIN_0648,현장확인,1850.0,41.0,31.46,6.0,12.0,남향,1.0,1.0,불가능,11.0,5,G52Iz8V2B9,A플랫폼,2024-12-03,0,1,2,46.0,0.024864864864864864,0.000790364426728063,8,9,겨울,90
TRAIN_0649,서류확인,1850.0,10.0,25.88,1.0,2.0,남서향,1.0,1.0,불가능,36.0,12,G52Iz8V2B9,A플랫폼,2023-12-09,0,3,2,22.0,0.011891891891891892,0.00045950123229875935,0,5,겨울,450
TRAIN_0650,현장확인,12950.0,5.0,28.89,4.0,8.0,남동향,2.0,1.0,가능,8.0,7,r16Dr6Z7C3,A플랫폼,2024-11-09,0,6,0,12.0,0.0009266409266409266,3.207479842993862e-05,4,8,가을,114
TRAIN_0651,현장확인,18750.0,43.0,26.6,11.0,18.0,서향,2.0,2.0,가능,21.0,0,G52Iz8V2B9,A플랫폼,2024-08-02,0,4,3,43.0,0.0022933333333333334,8.621553884711779e-05,2,1,여름,213
TRAIN_0653,현장확인,16450.0,54.0,25.56,7.0,10.0,남동향,2.0,1.0,가능,1.0,17,w37Qk3B9D2,B플랫폼,2024-12-17,0,6,0,71.0,0.004316109422492402,0.00016886187098953058,4,8,겨울,76
TRAIN_0655,현장확인,15250.0,12.0,29.7,5.0,9.0,남서향,1.0,1.0,가능,2.0,10,r82ax9M3U3,B플랫폼,2024-08-23,0,1,2,22.0,0.001442622950819672,4.8573163327261686e-05,5,10,여름,192
TRAIN_0656,서류확인,15850.0,54.0,29.81,4.0,9.0,남동향,2.0,1.0,가능,8.0,11,x68FU7B0S3,C플랫폼,2024-11-04,0,6,0,65.0,0.004100946372239748,0.00013756948581817338,4,8,가을,119
TRAIN_0657,현장확인,7500.0,44.0,33.05,2.0,3.0,남서향,2.0,1.0,불가능,17.0,0,I97SP1K4K9,A플랫폼,2024-10-05,0,6,0,44.0,0.005866666666666667,0.0001775088250126072,4,8,가을,149
TRAIN_0659,현장확인,34550.0,50.0,21.22,5.0,15.0,서향,1.0,1.0,가능,3.0,6,G52Iz8V2B9,C플랫폼,2023-10-24,0,3,2,56.0,0.0016208393632416787,7.638262786247309e-05,2,5,가을,496
TRAIN_0660,현장확인,1550.0,39.0,23.85,4.0,15.0,서향,1.0,1.0,가능,1.0,0,U24ZN1W3V8,A플랫폼,2024-11-10,0,3,2,39.0,0.025161290322580646,0.0010549807263136538,8,5,가을,113
TRAIN_0661,현장확인,1600.0,58.0,42.9,3.0,5.0,남서향,2.0,1.0,불가능,17.0,0,U93ap2F8Z1,C플랫폼,2024-11-13,0,5,0,58.0,0.03625,0.0008449883449883449,6,3,가을,110
TRAIN_0663,현장확인,34950.0,75.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,11,d24sj2E4L0,A플랫폼,2024-09-02,0,2,2,86.0,0.0024606580829756794,0.00014060903331289596,5,6,가을,182
TRAIN_0664,현장확인,11750.0,36.0,17.5,8.0,8.0,서향,1.0,1.0,가능,3.0,12,H90uE4C0W5,A플랫폼,2024-07-13,1,2,2,48.0,0.004085106382978723,0.00023343465045592705,3,6,여름,233
TRAIN_0665,전화확인,14150.0,19.0,35.02,4.0,9.0,남동향,1.0,1.0,가능,1.0,3,G52Iz8V2B9,F플랫폼,2024-07-29,0,1,2,22.0,0.0015547703180212014,4.439663957798976e-05,5,10,여름,217
TRAIN_0666,현장확인,19450.0,70.0,17.5,4.0,8.0,동향,1.0,1.0,가능,4.0,1,o97gJ6P3O8,H플랫폼,2024-12-26,0,2,2,71.0,0.0036503856041131106,0.00020859346309217775,3,6,겨울,67
TRAIN_0667,현장확인,12650.0,22.0,36.48,19.0,20.0,서향,2.0,1.0,가능,47.0,2,G52Iz8V2B9,B플랫폼,2023-11-02,0,6,0,24.0,0.0018972332015810276,5.20074890784273e-05,4,8,가을,487
TRAIN_0668,현장확인,10200.0,36.0,26.25,3.0,8.0,서향,1.0,1.0,가능,4.0,18,H90uE4C0W5,A플랫폼,2024-10-06,0,3,2,54.0,0.005294117647058823,0.00020168067226890754,1,5,가을,148
TRAIN_0670,전화확인,32950.0,45.0,28.88,1.0,9.0,북서향,1.0,1.0,가능,3.0,0,G52Iz8V2B9,B플랫폼,2024-07-25,0,1,2,45.0,0.0013657056145675265,4.7288975573667814e-05,5,10,여름,221
TRAIN_0672,현장확인,11000.0,61.0,22.79,2.0,2.0,북서향,2.0,2.0,가능,4.0,7,G52Iz8V2B9,A플랫폼,2023-09-26,0,4,3,68.0,0.0061818181818181816,0.00027125134628425547,0,1,가을,524
TRAIN_0673,전화확인,11700.0,5.0,27.68,9.0,10.0,동향,1.0,1.0,가능,11.0,3,G52Iz8V2B9,A플랫폼,2024-03-03,0,3,2,8.0,0.0006837606837606838,2.4702336841065164e-05,10,5,봄,365
TRAIN_0674,현장확인,1050.0,7.0,17.5,6.0,9.0,북향,1.0,1.0,불가능,58.0,3,p26Fi7V4A8,C플랫폼,2024-11-27,0,2,2,10.0,0.009523809523809525,0.00054421768707483,3,6,가을,96
TRAIN_0675,현장확인,11300.0,71.0,34.71,4.0,9.0,남동향,1.0,1.0,가능,18.0,5,W61Ep0B6G8,G플랫폼,2024-08-09,1,1,2,76.0,0.006725663716814159,0.00019376732114128952,3,10,여름,206
TRAIN_0678,서류확인,1700.0,73.0,29.6,5.0,9.0,동향,1.0,1.0,가능,8.0,0,J30yG7F1O0,C플랫폼,2024-11-23,0,1,2,73.0,0.04294117647058823,0.0014507154213036564,7,6,가을,100
TRAIN_0679,전화확인,14600.0,54.0,17.5,2.0,2.0,남동향,1.0,1.0,가능,11.0,10,G52Iz8V2B9,J플랫폼,2025-01-23,0,2,2,64.0,0.004383561643835616,0.00025048923679060666,3,6,겨울,39
TRAIN_0681,현장확인,8900.0,44.0,39.67,3.0,4.0,북동향,2.0,1.0,가능,17.0,0,C74MD6S8M9,D플랫폼,2024-07-10,1,5,0,44.0,0.004943820224719101,0.00012462365073655408,4,3,여름,236
TRAIN_0683,현장확인,32150.0,71.0,19.93,6.0,19.0,동향,1.0,1.0,가능,16.0,4,G52Iz8V2B9,C플랫폼,2024-10-22,0,2,2,75.0,0.0023328149300155523,0.00011705042298121186,5,6,가을,132
TRAIN_0684,현장확인,40400.0,29.0,27.46,8.0,12.0,서향,1.0,1.0,가능,34.0,4,G52Iz8V2B9,A플랫폼,2023-11-13,0,3,2,33.0,0.0008168316831683168,2.9746237551650283e-05,10,5,가을,476
TRAIN_0687,현장확인,17050.0,44.0,21.28,11.0,12.0,서향,1.0,1.0,불가능,47.0,0,G52Iz8V2B9,C플랫폼,2024-10-09,0,3,2,44.0,0.0025806451612903226,0.00012127091923356779,2,5,가을,145
TRAIN_0688,현장확인,11250.0,17.0,21.23,4.0,8.0,동향,1.0,1.0,가능,6.0,9,S69fV9Z3J7,C플랫폼,2024-06-30,1,3,2,26.0,0.002311111111111111,0.00010886062699534201,2,5,여름,246
TRAIN_0689,현장확인,16150.0,2.0,35.44,8.0,13.0,남향,1.0,1.0,불가능,30.0,12,G52Iz8V2B9,A플랫폼,2023-11-04,0,1,2,14.0,0.0008668730650154799,2.4460300931588035e-05,5,10,가을,485
TRAIN_0690,현장확인,18950.0,1.0,37.13,1.0,19.0,서향,1.0,1.0,가능,5.0,0,G52Iz8V2B9,C플랫폼,2023-11-04,0,1,2,1.0,5.277044854881267e-05,1.4212348114412243e-06,5,10,가을,485
TRAIN_0691,현장확인,18200.0,10.0,30.64,6.0,6.0,서향,2.0,1.0,불가능,28.0,12,G52Iz8V2B9,B플랫폼,2024-03-20,0,6,0,22.0,0.0012087912087912088,3.945141020859036e-05,4,8,봄,348
TRAIN_0692,현장확인,15850.0,17.0,28.31,17.0,21.0,동향,1.0,1.0,불가능,22.0,8,G52Iz8V2B9,B플랫폼,2024-09-01,0,3,2,25.0,0.0015772870662460567,5.571483808710904e-05,2,5,가을,183
TRAIN_0694,현장확인,1950.0,46.0,17.5,5.0,6.0,남서향,1.0,1.0,불가능,35.0,0,G52Iz8V2B9,A플랫폼,2024-04-06,0,2,2,46.0,0.02358974358974359,0.0013479853479853481,7,6,봄,331
TRAIN_0695,현장확인,1450.0,38.0,24.01,4.0,10.0,남서향,2.0,1.0,가능,8.0,0,S12iP7V0Q9,A플랫폼,2024-12-25,0,6,0,38.0,0.02620689655172414,0.0010914992316419883,6,4,겨울,68
TRAIN_0696,서류확인,1850.0,18.0,41.8,2.0,3.0,북향,2.0,1.0,불가능,17.0,12,w85cb3W8U9,A플랫폼,2023-08-23,1,5,0,30.0,0.016216216216216217,0.00038794775636880903,4,3,여름,558
TRAIN_0698,현장확인,9350.0,62.0,28.17,4.0,5.0,서향,2.0,1.0,가능,29.0,7,G52Iz8V2B9,B플랫폼,2023-10-13,0,6,0,69.0,0.007379679144385027,0.0002619694406952441,4,8,가을,507
TRAIN_0699,현장확인,10050.0,11.0,24.52,8.0,10.0,동향,1.0,1.0,가능,10.0,5,G52Iz8V2B9,A플랫폼,2024-10-04,0,3,2,16.0,0.0015920398009950248,6.492821374367964e-05,2,5,가을,150
TRAIN_0700,현장확인,10700.0,25.0,29.89,4.0,6.0,남동향,2.0,1.0,가능,8.0,1,r82ax9M3U3,B플랫폼,2024-10-10,0,6,0,26.0,0.002429906542056075,8.129496627822265e-05,4,8,가을,144
TRAIN_0701,전화확인,14200.0,26.0,31.46,2.0,6.0,남향,1.0,1.0,가능,4.0,9,j96GJ1G2T3,D플랫폼,2024-11-24,0,1,2,35.0,0.0024647887323943664,7.83467492814484e-05,5,10,가을,99
TRAIN_0702,현장확인,1150.0,61.0,28.01,10.0,12.0,서향,1.0,1.0,가능,34.0,13,G52Iz8V2B9,B플랫폼,2024-06-20,0,3,2,74.0,0.06434782608695652,0.0022973161758999116,9,6,여름,256
TRAIN_0703,현장확인,13550.0,10.0,27.48,3.0,7.0,서향,2.0,1.0,가능,17.0,9,N45gM0M7R0,B플랫폼,2024-10-08,0,6,0,19.0,0.0014022140221402214,5.102671114047385e-05,4,8,가을,146
TRAIN_0704,현장확인,13500.0,72.0,43.48,4.0,13.0,북향,2.0,1.0,가능,17.0,22,C41wx1K6U9,B플랫폼,2024-09-02,0,5,0,94.0,0.006962962962962963,0.00016014174247844904,4,3,가을,182
TRAIN_0705,현장확인,2400.0,20.0,29.15,4.0,15.0,동향,1.0,1.0,불가능,38.0,5,G52Iz8V2B9,I플랫폼,2024-04-11,0,1,2,25.0,0.010416666666666666,0.000357347055460263,3,10,봄,326
TRAIN_0706,현장확인,14000.0,40.0,17.5,19.0,20.0,남향,1.0,1.0,불가능,38.0,2,G52Iz8V2B9,B플랫폼,2024-03-01,0,2,2,42.0,0.003,0.00017142857142857143,5,6,봄,367
TRAIN_0707,현장확인,16350.0,69.0,20.47,4.0,6.0,북향,1.0,1.0,가능,6.0,0,M92wE9E7E5,A플랫폼,2024-05-12,1,3,2,69.0,0.004220183486238532,0.00020616431295742706,1,5,봄,295
TRAIN_0708,현장확인,16450.0,15.0,17.5,6.0,6.0,서향,1.0,1.0,불가능,6.0,0,J52gJ2E4T6,C플랫폼,2023-06-25,1,2,2,15.0,0.000911854103343465,5.2105948762483714e-05,5,6,여름,617
TRAIN_0709,서류확인,2800.0,22.0,19.83,3.0,6.0,북향,1.0,1.0,불가능,6.0,8,V19Zw6E4O7,A플랫폼,2024-08-24,0,2,2,30.0,0.010714285714285714,0.0005403068943159715,3,6,여름,191
TRAIN_0710,현장확인,39700.0,6.0,38.44,11.0,15.0,북서향,1.0,1.0,불가능,2.0,10,G52Iz8V2B9,A플랫폼,2023-12-11,0,1,2,16.0,0.00040302267002518893,1.048446071865736e-05,5,10,겨울,448
